polish word;Valence_M;arousal_M;dominance_M;origin_M;significance_M;concretness_M;imegability_M;ageOfAquisition_M
szlochać;3;4,96;3,46;3,48;4,12;4,14;7,18;10,28
szmaragd;6,64;3,74;6,02;5,56;3,14;1,82;7,42;10,88
szmata;2,94;5,38;3,04;5,6;3,22;2,12;7,64;8,3
szminka;5,8;3,92;5,64;4,84;2,64;1,78;8,1;8,2
sznur;4,42;3,66;4,86;5,78;3,4;1,7;7,82;7,24
szok;3,94;5,52;4,5;3,94;4,34;6,2;6,08;8,88
szopka;4,84;3,06;4,56;5,76;2,54;2,66;7,24;7,94
szorować;3,98;4,34;4,36;5,7;3,46;3,8;7,08;8,18
szorstki;3,52;4,24;5,04;5,74;3,04;4,44;6,6;8,42
szorty;5,62;3,58;5,04;5,54;2,72;2,22;7,84;8,82
szosa;5,3;3,44;4,9;6,08;3,76;1,82;7,5;8,26
szpak;5,04;3;5;5,76;2,42;1,9;7,42;9,42
szpatułka;5,15;2,86;4,88;6,16;2,58;1,98;7,07;10,85
szpieg;3,92;4,2;5,88;6,72;3,62;3,3;6,54;9,08
szpik kostny;4,96;4,04;5,36;5,9;3,42;2,22;5,82;11,8
szpinak;5,22;3,12;4,82;5,72;2,82;1,68;7,6;8,02
szpital;3,3;4,54;4,36;5,44;4,74;1,69;7,92;7,08
szpon;4,06;4,52;5,66;5,62;2,94;1,76;7,1;9,68
sztangista;5,08;3,88;6,1;5,53;2,22;2,56;7,47;11,4
sztuczka;5,94;4,2;5,88;4,98;3,48;4,72;6,12;8
sztuczność;3,08;4,74;4,22;5,24;4;6,22;5,22;10,56
sztuczny jedwab;4,64;3;4,66;6,02;2,22;2,92;4,68;11,66
sztuka;6,46;3,58;5,94;4,88;4,48;5,32;6,2;8,98
szturchanie;4,02;4,42;4,52;5;3,5;4,16;6,88;9,12
szturmować;4,14;5,22;6,56;5,34;3,98;4,28;6,22;11,04
sztylet;4,16;5,5;6,02;5,76;3,66;1,78;7,61;10,54
sztywny;4;3,78;5;6,56;3,7;4,64;6,56;9,06
szubienica;2,52;5,7;3,92;5,38;3,48;2;7,84;10,74
szuflada;5,26;2,68;4,84;6,08;2,78;1,7;7,98;6,18
szukać;5,26;4,28;4,9;6;4,94;4,69;6,14;7,42
szumowiny;3,06;4,56;3,76;5,32;3,35;4,12;5,27;12,44
Szwajcaria;6,04;3,68;6,2;5,82;2,9;2,48;5,98;10,44
Szwecja;6,12;3,2;5,6;6,16;3;2,42;6,1;10,26
szybki;6,1;4,5;6,3;4,68;4,44;4,6;6,62;5,98
szybko;5,48;4,64;5,74;5,26;4,02;5,18;5,8;5,9
szybkość;6,16;5;6,46;5,08;4,04;5,08;6,08;8,06
szyć;5,68;3,36;5,2;6,54;3,32;3,36;7,4;8,18
szydełko;5,4;2,98;5,04;5,88;2,38;1,98;7,14;9,42
szydełkować;5,56;2,54;4,74;6,06;2,36;3,34;7,39;9,62
szyja;5,46;3,04;5,3;5,46;3,1;1,94;8,04;6,6
szyk;5,58;3,78;5,82;6,18;3,24;5;5,64;10,84
szynka;5,8;3,48;4,9;5,74;3,36;1,98;7,94;5,62
ściana;4,94;2,74;5,02;6,02;3,6;1,92;7,62;7,5
ścieg;4,98;3,22;5,11;5,7;3,04;2,65;7,14;12,31
ścieki;3,3;4,65;3,43;6,06;3,2;2,3;6,86;9,4
ścierać się;4,02;3,8;4,73;5,34;4,22;4,18;6,02;9,84
ścierka;4,24;3,3;3,9;5,96;2,86;2,06;7,6;7,4
ściernisko;4,58;3,98;4,29;5,61;2,88;2,82;5,72;10,9
ścieżka;5,88;2,98;5,18;5,88;3,7;2,46;7,66;7,72
ścięgno;4,48;3,58;4,9;6,12;3,26;2,31;6,52;10,94
ścigać się;5,24;5,08;5,54;5,04;3,52;4,64;7;7,9
ściskać;5,06;4,26;5,2;5,4;3,8;3,92;7,06;7,56
ściśle;5,02;3,38;5,52;6,52;3,64;5,72;4,46;9,26
ślad;5,14;3,34;5,24;5,98;3,76;3,44;6,98;7,9
śledzić;3,92;4,28;5,26;6;3,76;4,78;6,24;8,34
śledziona;4,38;3,55;4,64;5,9;2,68;1,9;5,56;12,02
śledź;5;3,36;4,34;5,96;2,82;2,22;7,76;7,7
ślepy;3;3,92;3,12;5,3;4,18;3,8;7,1;8,26
ślepy zaułek;3,48;4,02;3,26;5,64;4,38;3,58;6,96;9,62
ślimak;4,9;2,58;3,8;5,74;3,08;1,92;8,26;7,28
ślina;4,3;3,26;4,52;5,54;2,46;1,9;7,64;7,48
ślinianki przyuszne;4,45;3,16;4,38;5,94;1,86;2,1;4,81;13,04
śliwka;6,14;2,92;4,66;6;2,48;1,9;8,18;6,7
ślizgać;5,1;4,04;4;5,14;3,04;3,88;6,84;6,88
ślizgać się;4,94;4,32;4,38;5,66;4,02;3,68;7,16;7,5
ślub;6,98;5,14;5,86;4,24;5,14;4,08;7,86;8,4
śluz;3,54;3,94;3,8;5,82;2,78;2,34;7,39;9,54
śmiać się;7,68;5,8;6,1;3,66;5,78;4,14;7,56;6,36
śmiałość;6,7;4,82;6,78;4,68;4,56;6,62;5,32;9,86
śmiały;6,52;5,16;7,18;4,62;4,88;6,2;5,86;9,3
śmiech;7,32;5,42;6,2;3,56;6,08;4,46;7,62;5,88
śmieci;3,2;3,98;3,42;5,26;3,44;2,34;7,76;7
śmieciowy;3,16;4,4;3,32;5,62;3,28;4,44;5,78;10,48
śmieć;3,02;4,88;2,92;5,1;3,08;3,22;7,14;7,1
śmierć;1,56;6,52;3,28;4,36;5,28;5,42;7;7,38
śmierdzieć;2,26;5,32;3,06;5;4,12;4,04;6,46;7,02
śmiertelny;2,54;5,78;3,52;4,86;4,92;4,78;5,28;10,6
śmieszność;5;5,4;4,14;4,1;4,24;6,34;5,18;9,6
śmieszny;7;5,2;5,44;3,86;4,94;5,74;6,46;6,88
śmietniczka;4,22;3,48;3,82;5,58;2,64;2,1;6,98;8,24
śmietnik;3,34;4,28;3,94;5,54;3,26;1,96;7,94;6,4
śnić;6,82;3,16;5;4,18;5,3;5,94;7,16;7,24
śnieg;6,12;3,66;4,84;5,66;3,8;1,86;8,29;5,82
śnieżyć;5,2;4,02;4,72;5,2;2,78;3,74;7,04;8,1
śpiączka;2,44;4,02;2,72;5,36;4,32;3,7;6,8;9,62
śpieszyć się;3,96;5,14;4,74;5,08;4,7;4,86;6,74;7,98
śpiewać;6,82;4,38;5,54;4,76;4,24;3,96;7,6;5,72
średni;4,88;3,8;4,86;5,78;3,92;5,34;4,86;7,86
średnia;5,22;3,2;5;6,38;3,58;4,6;5,28;8,82
środki;5,28;3,36;5,38;5,94;3,98;4,02;4,24;9,82
środkowy;5,1;3,24;5,26;5,56;3,06;4,58;5,88;7,56
środowisko;6,14;3,28;5,2;5,82;4,48;4,22;6,1;8,9
śruba;5,02;3,36;5,28;6,24;3,04;1,44;7,82;7,86
świat;6,48;3,9;6,22;5,78;5,9;4,18;7,14;7,04
światła samochodowe;5,02;3,64;5,42;6,1;3,18;2,1;7,84;9
światło;6,28;3,82;6,16;5,96;4,48;3,22;7,72;6,26
światło dzienne;6,68;3,38;6,06;5,1;4,34;3,22;7,3;9,32
światło słoneczne;7,02;3,44;6,08;4,98;4,18;2,98;7,76;8,86
świąteczny;6,52;4,38;5,84;4,54;4,32;6,2;6,48;7,8
świątynia;5,54;3,54;5,9;5;4,06;3,08;7,58;9,34
świecić;5,9;3,86;6,24;5,36;4,14;3,8;6,9;6,22
świecić (o Słońcu);7,3;3,74;6,5;4,86;5,08;4,02;7,54;6,48
świeczka;5,62;3,24;5,28;5,54;3,58;1,88;8,16;7,4
świerzb;2,58;5,2;3,54;5,64;3,18;2,65;5,44;12,22
świeży;6,7;4,42;6,12;5,26;4,36;4,56;6,36;7,26
święta;6,78;4,08;5,44;4,04;5,3;5,8;6,94;5,86
święto;6,6;4,66;6,02;4,46;4,64;6,38;6,41;7,84
świętoszkowaty;3,54;3,66;4,14;5,12;3,26;6,38;4,65;11,74
świętować;6,88;5,52;5,98;4,16;4,42;5,24;6,62;9
święty;6,08;3,58;5,94;4,72;4,4;6,72;5,88;7,88
świnia;3,98;4,28;4,46;5,46;3,36;1,52;8,16;7,5
świński;3,6;4,52;4,14;5,28;2,72;4,76;5,5;9,84
świstać;4,76;3,72;4,88;5,18;2,82;4,04;5,8;9,82
świstak;5,6;3,22;4,76;5,72;2,9;1,92;7,5;9,02
świt;6,6;3,14;5,37;4,9;4,9;3,46;7,42;8,58
tabela;5,08;2,88;5,44;6,52;3,9;2,82;7,74;8,38
tablica;5,1;3,46;5,48;5,84;3,18;1,76;8,06;6,84
tabu;4,48;4,34;4,16;5,28;4;6,06;4,86;12,08
tajemnica;5,88;4,22;5,06;5,22;5,36;6,3;5,14;7,46
taksówka;5,26;3,64;5,34;6,4;3,22;2,18;7,86;7,98
takt;5,98;3,5;5,38;6,08;4,36;5,8;4,9;10,8
taktowność;5,9;3,58;5,5;6,44;4,26;6,24;4,32;11,7
taktowny;6,02;3,42;5,62;6,52;4,86;6,16;4,98;10,94
talent;7,06;4,36;6,6;4,24;5,3;6,24;4,68;8,18
talerz;5,38;3,04;4,7;6,12;2,86;1,82;7,96;5,84
talia;5,92;3,84;5,44;5,28;3,68;2,02;7,62;10,78
talk;4,96;3,06;4,64;5,96;2,7;1,98;6,33;11,86
talon;6,14;3,52;5,18;6,08;2,72;2,26;6,12;10,88
tama;5,2;3,06;5,62;6,28;3,54;1,92;7,82;8,98
tancerz;6,3;4,8;5,96;5,52;3,22;2,62;7,7;7,28
tandem;5,54;3,3;5,09;5,63;2,9;3,07;6,42;12,86
tandeta;3,02;4,08;3,54;4,88;3,2;5,34;5,82;11,24
tango;6,12;4,52;5,78;4,82;3,02;3,38;7,62;9,4
tani;6,18;4,08;4,46;5,66;4,12;4,39;5,24;7,06
taniec;6,8;5,28;5,7;3,84;3,9;3,42;7,78;6,88
tankować;5,24;3,62;5,8;6,2;3,3;3,48;7,36;9,28
tankować (alkohol);4,62;5,48;4,2;4,2;3,44;4,08;6,73;12,86
tankowiec;5,04;3,8;5,72;6,6;2,88;2,44;6,58;10,8
tańczenie;6,6;5,46;5,66;4,8;3,7;3,76;7,34;6,88
tańczyć;6,84;5,38;5,78;4,02;4,04;3,94;7,8;6,54
tapeta;5,16;3,02;5,18;6,3;3;2,08;7,52;8,16
tapetowanie;4,78;3,14;5,46;6,2;2,44;3,52;7,2;10,24
taranować;3,94;4,66;6,34;5,26;3,34;4,31;6,66;9,72
taras;5,94;2,84;5,02;5,6;2,82;2;7,5;8,64
tarcza;5,28;3,78;6,1;6,28;3,38;2,16;7,7;8,3
tarka;4,96;3,1;4,86;6,02;2,42;1,64;7,72;9,26
tarot;4,16;3,72;4,6;4,9;2,66;3,92;7,22;11,29
tarta;6,12;3,54;5,12;5,54;2,41;1,94;7,27;10,54
tasować;5,42;3,6;5,42;5,98;3,08;3,72;6,9;9,06
taxi;5,2;3,32;5,26;5,86;2,8;1,98;8;8,6
tchórz;2,9;4,98;2,8;4,36;4,6;5,48;5,66;8,14
tchórzliwość;3,2;4,78;2,6;4,78;4,28;6,78;5;9,08
tchórzliwy;3,24;5,14;2,52;3,98;4,26;6,5;5,5;9,5
tchórzostwo;2,84;5,16;2,42;3,8;4,22;6,74;4,96;9,52
teatralny;5,98;4,2;5,2;5,38;3,42;5,46;5,82;9,26
tekst;5,58;2,88;5,32;6,46;3,64;2,58;7,2;8,04
tektura;4,9;3,1;4,64;6,08;3,04;2,24;7,58;8,58
telewizja;5,24;3,54;5,44;5,74;3,72;3,14;7,92;6,78
telewizor;5,92;3,7;5,34;5,6;3,2;1,54;8,28;6,36
tembr;5,46;4,05;5,68;5,48;3,47;4,5;3,9;12,23
tempo;5,22;4,35;5,8;6,08;4,24;4,76;5,06;9,24
tendencja;5,12;3,57;4,94;6,02;3,6;6,32;3,9;11,1
tenis;5,84;3,42;5,64;6,14;3,6;2,4;8;8,52
tenor;5,44;3,32;5,4;6,04;2,18;3,6;6,12;11,2
teoria;5,22;3,12;6,1;6,92;3,94;6,48;4,5;10,2
tequila;6,34;4,62;5,4;4,74;3,42;1,74;6,9;13,36
teraźniejszy;5,38;3,7;5,66;5,92;5,32;6,08;4,06;9,1
teren;5,52;3,14;5,34;6,2;3,24;2,62;6,26;8,1
termin;4,66;3,62;4,96;6,74;4,36;4,66;5,06;9,9
termit;4,28;3,64;4,06;6,04;2,82;2,12;6,28;10,69
termometr;4,98;3,34;5,22;5,88;3,08;1,78;8,02;7,76
terror;2,1;6,42;5,48;5,08;4,3;5,84;5,7;10,58
terrorysta;2,04;5,98;5,44;4,86;3,64;3,06;7;9,76
test;4,46;4,68;5,3;7;3,78;4,02;6,72;7,72
testować;5,34;3,78;5,86;6,84;4,48;4,24;5,52;9,14
tęcza;6,76;3,42;5,54;4,7;4,28;3,14;8,12;6,78
tęgi;4,34;3,86;5,5;5,82;3,4;3,94;6,46;10,58
tępota;2,74;4,46;3,12;5,52;3,74;6,16;5,22;11,02
tępy;2,98;4,62;3,44;5,22;3,7;5,1;5,82;8,64
tęsknić;3,76;5,34;3,54;2,86;6,32;6,32;5,92;7,58
tik;4,31;4,06;3,66;5,33;2,78;3,44;6,29;10,62
tkać;5,3;3,32;5,06;6,16;3;3,69;6,63;9,88
tkanina;5,72;3,02;5,16;5,78;3,78;1,96;6,98;9,66
tłoczyć się;3,78;4,54;4;5,22;3,78;4,02;6,36;9,66
tłum;4,06;4,82;4,82;5,26;3,6;2,98;7,62;8,36
tłumaczyć;5,3;4,06;5,54;6,94;4,76;4,88;6,02;8,62
tłumić;4,02;4,48;4,7;5,86;3,58;5,16;5,48;9,9
tłusty;3,7;4,52;4,26;5,54;3,72;4,12;6,94;7,38
tłuszcz;3,52;3,9;4,16;5,24;3,46;2,08;7,42;8,02
toaleta;4,92;3,82;4,56;6,02;2,86;1,92;7,98;6,86
toast;6,36;4,3;5,82;4,6;3,34;3,92;7,52;9,54
toczyć;5,06;3,52;4,9;5,54;3,62;3,9;6,44;7,96
toga;5,1;2,84;6,3;6,96;2,78;2,04;6,98;11,64
toksyczny;2,9;5,04;4,26;5,62;4,36;4,98;5,45;11,5
tolerancja;6,62;3,88;5,88;5,32;6,04;7,32;4,56;10,9
tolerancyjny;6,34;3,56;5,88;5,44;4,9;6,56;5;11,2
tolerować;5,72;4,02;5,62;5,64;4,72;6,46;4,92;9,98
ton;5,4;3,4;5,4;5,7;3,48;4,46;4,68;9,14
tona;5,24;3,32;5,84;6,46;2,94;3,62;5,6;8,9
tonacja;5,58;3,56;5,58;5,94;3,32;4,84;4,3;10,58
tonąć;2,4;5,74;3,24;4,58;3,68;3,98;7,22;8,14
tonik;5,32;2,86;5,1;5,56;3,34;2,04;7,08;10,8
top;5,54;3,7;5,82;5,88;3,12;2,92;6,38;10,3
topielec;2,04;5;2,78;5,1;3,5;2,66;7,08;11,04
topór;4,42;4,56;6,34;5,9;2,84;2,08;7,47;9,16
tor;5,34;3,22;5,2;5,9;2,72;2,3;7,44;7,5
torba;5,44;3,12;5,34;5,68;3,3;1,74;7,82;6,6
torf;5,18;3,22;4,41;5,88;2,4;2,3;6,66;12,29
tornado;3,38;5,78;5,72;4,76;3,3;2,92;7,8;8,64
tort;6,52;3,9;5,74;4,9;3,14;1,8;8,16;6,68
tortura;1,88;6,64;4,16;5,14;3,94;4,54;6,86;9,72
torturować;1,92;6,64;5,38;4,9;4,74;4,7;7,04;9,72
totem;5,39;4,02;5,87;5,61;2,17;3,32;6,72;11,46
towary;5,32;3,36;5,44;6,28;3,38;2,8;6,3;9,3
towarzyskość;6,48;4,54;6,4;4,06;5,58;6,52;5,62;10,62
tożsamość;5,9;3,66;6,28;5,86;5,48;6,64;4,36;11,18
trafić;6,2;4,2;6,06;5,86;4,56;4,44;6,38;7,46
trafienie;6,02;4,28;6;6,06;3,92;4,16;6,18;8,94
tragedia;2,04;6,67;3,19;3,9;4,97;5,93;5,96;9,22
tramwaj;5,52;3,48;5,06;6,1;3,62;1,86;7,88;7,96
trans;4,96;3,62;4,38;4,6;3,22;5,83;5,44;11,96
transgresja;5,06;4,08;5,71;6,26;3,61;4,92;3,04;13,6
transparent;5,28;3,74;5,6;5,62;3,18;2,52;7,26;10,96
transportowanie;5,34;3,7;5,66;6,5;3,68;4,16;6,08;9,54
trapez;5,28;3,48;5,34;6,42;3,48;3,22;7,84;10
trasa;5,5;3,42;5,72;6,08;3,84;3,04;7,02;8,8
tratwa;5,52;3,32;5,1;5,92;2,68;1,48;7,68;8,68
trauma;2,3;5,82;2,72;4,26;4,6;6,78;5,5;11,98
trawa;5,92;3;5,02;5,56;3,14;1,9;8,1;5,78
trawka;5,62;4,08;4,56;5,32;3,04;2,04;7,62;9,32
trawnik;5,9;3,18;4,98;5,66;2,56;1,74;7,96;6,9
trąba;4,96;3,74;5,04;5,34;2,5;1,9;7,78;7,06
trąbka;5,4;3,86;5,12;5,38;2,44;1,96;8,06;7,56
trąd;2,35;5,16;3,04;5,82;3,54;2,82;5,94;11,68
trądzik;2,64;5,22;3,92;5,94;3,48;2,24;7,49;10,7
trener;5,7;3,94;6,14;6,54;3,94;2,78;7,42;8,66
trenować;5,88;4,3;6,34;6,08;4,54;4,02;7,18;8,4
trio;5,3;3,44;5,32;5,53;2,7;3,47;6,52;10,5
triumf;7,4;5,4;7,56;5,66;5,08;6,06;6,18;10,6
trofeum;6,62;4,24;7,18;6,34;3,98;2,84;6,96;9,48
tron;5,96;4,22;7,66;6,52;3,6;2,14;7,96;7,46
trop;5,54;4,1;5,74;6,56;3,36;4,06;6,64;9,14
tropiki;6,26;4,62;5,8;5,32;3,18;3,08;7,24;9,74
troska;6,3;3,58;5,18;3,74;5,28;6,26;5,28;9,76
troskliwy;6,98;3,56;6,06;3,64;4,7;6,48;5,58;9,18
troszczyć się;6,84;3,74;5,92;4,08;5,4;5,56;5,9;9,08
truchło;3,56;3,98;3,33;5,16;3,21;2,9;5,5;11,25
trucizna;2,62;5,6;4,88;5,34;3,76;3,16;6,82;8,8
trud;4,14;5,12;5,2;5,64;4,32;5,76;5,26;8,88
trudność;3,74;4,94;4,16;6,28;4,64;6,1;4,5;8,28
trudny;3,92;4,72;5;6,5;4,64;6;4,52;7,3
trufla;5,8;3,61;5,48;5,34;2,16;1,88;6,18;11,26
trumna;2,06;5,74;3,66;5,3;4,68;2,22;8,12;8,66
trup;2,02;5,86;3,22;5,86;4,28;2,42;7,76;8,76
truskawka;6,98;3,38;5,18;5,54;3,1;1,76;8,32;5,78
trwać;5,7;3,22;5,34;5,88;4,42;5,46;3,92;8,9
trwały;6,26;2,88;6,54;6,1;5,24;5,26;4,66;9,12
trwoga;3,28;4,88;3,24;4,24;4,22;6,8;5,37;10,55
trybula;4,84;3,65;5,38;6,34;2,62;3,57;4,2;13,2
tryskać;5,6;4,43;5,66;4,18;3,78;4,18;6,5;9,08
trząść;4,24;4,16;4,85;5,16;3,1;3,74;6,84;8,38
trzcina;5,34;3,23;4,44;5,48;2,62;1,95;7,59;9,26
trzeć;4,62;4,14;4,8;5,38;2,8;3,68;6,5;9,06
trzeźwy;5,96;3,9;6,36;6,06;4,94;4,14;6,32;11,12
trzęsienie ziemi;2,78;5,92;4,64;5,22;4,28;2,92;7,64;8,54
trzmiel;4,68;4,14;5,28;5,5;2,4;1,6;7,29;9,58
trzonowiec;4,76;3,24;5,4;5,65;2,86;2,02;6,3;11,48
trzymać kciuki;6,84;4,52;5,68;4,12;4,78;4,58;7,42;8,08
trzymać się;5,82;3,58;5,78;5,96;4,4;4,34;6,42;7,22
tsunami;2,7;6;4,68;4,78;4,34;2,44;7,28;10,76
tulić;7,54;3,64;5,48;3,48;5,08;4,32;7,48;7,42
tulipan;6,46;2,84;5,22;5,02;3,12;1,96;8,28;7,2
tułów;4,9;3,16;5,48;6,34;3,58;2,14;7,26;9,04
tunel;5,06;3,34;4,84;6;3,34;2,26;7,66;7,76
tuńczyk;5,16;3,18;4,7;6,18;2,68;1,5;7,44;9,34
turbo;5,76;5,06;6,4;5,7;3,78;5,33;4,76;9,04
Turcja;5,48;3,54;5,1;5,54;2,56;2,46;6,32;11
tusza;4,12;3,76;4,38;5,66;3,42;2,8;6,84;10,98
tuzin;5,38;3,28;4,98;6,32;2,86;3,3;6,04;10,28
twardy;5,4;4,3;6,4;6,06;4,02;4,46;6,36;6,26
twarz;5,76;3,72;5,9;5,14;4,86;1,94;7,88;6,46
twist;5,88;4,28;5,44;5,06;2,74;3,79;6,21;11,84
tworzenie;6,54;4,26;6,8;5,86;5,1;5,54;5,3;9,24
tworzyć;6,66;3,94;6,69;6,28;5,76;5,38;5,72;8,96
tworzywo;5,18;3,32;5,56;6,56;2,7;3,66;5,46;11,3
twórczość;6,56;4,72;6,42;5,62;4,38;6,22;5,08;9,82
twórczy;6,98;4,32;6,98;5,12;5,64;6,84;5,28;10,12
tyczka;5,18;2,88;5,16;5,96;2,64;1,9;7,54;8,4
tygrys;5,84;4,62;6,66;5,32;3,12;1,62;8,12;6,94
tylko;4,54;3,62;4,5;5,2;4;6,38;2,92;7,18
tyłek;5,38;4,58;4,98;5,1;3,18;2;8,16;8,2
tymianek;5,42;2,68;4,92;5,68;2,48;1,76;6,84;11,46
tynk;4,86;2,8;5,04;6,08;3,16;2,02;7,2;9,78
typ;5,02;3,42;5,2;6,16;3,66;5,12;4,06;8,66
tyran;2,44;5,64;6,86;5,28;4,08;4,26;6,3;10,64
tysiąc;6,02;4,12;6,22;6,46;4,24;3,84;6,54;7,72
tytoń;4,18;4,42;4,76;5,86;2,38;1,84;7,62;10,1
tytuł;5,62;3,36;6,5;6,16;4,12;4,78;5,96;7,1
ubierać;5,6;3,52;5,42;5,8;4,02;3,48;7,24;6,32
ubieranie;5,56;3,18;5,6;5,8;3,22;3,58;7,22;6,74
ubijać;4,82;3,94;5,24;5,26;3,8;4,16;6,72;8,14
ubogi;3,48;4,24;3,34;4,98;4,18;5,06;6,18;8,86
ubój;2,96;5,33;4,54;5,62;3,06;3,38;6,12;11,72
ubóstwo;3;4,56;2,56;4,94;4,08;5,56;6,28;9,68
ubranie;5,96;3,33;5,38;5,98;3,48;2,4;7,46;7,28
ubzdryngolony;4,02;5,2;3,06;4,47;3;4,57;6,47;13,13
ucho;5,24;3,32;5,06;5,5;3,4;1,94;8,12;5,44
uchwyt;5,2;3,36;5,33;5,68;2,96;2,36;6,62;7,78
uchylać się;4,32;3,48;4,12;5,28;3,46;4,52;5,48;10,3
uciec;4,28;4,84;3,64;4,88;3,54;4,26;6,56;6,9
uciecha;6,86;4,7;5,7;3,84;4,32;5,96;5,82;9,48
uciekać;3,7;5,26;3,43;4,68;4,74;4,13;6,9;6,62
uczciwość;7,24;3,92;5,44;4,72;5,48;6,8;5,14;9,74
uczciwy;7,18;4,16;6,2;5,5;6,12;6,44;4,92;9,16
uczesanie na jeża;4,68;3,86;5,08;5,84;2,86;2,61;7,44;9,74
uczony;6,26;3,58;6,9;7,44;4,54;5,04;5,98;9,78
uczta;6,72;4,4;5,7;4,9;3,76;3,1;7,5;8,94
uczucie;6,86;4,78;5,46;2,88;5,66;7,38;4,88;8,74
uczyć się;5,68;4,06;6,2;7,2;5,34;4,76;7,06;7,3
uczynek;6,08;3,68;5,74;5,2;5,04;5,48;4,66;8,72
uczynność;6,86;3,76;5,9;4,82;5,28;6,46;4,84;9,7
uczynny;6,84;3,26;5,66;4,1;5,02;5,86;5,26;9,22
udać się;5,64;3,96;6,12;5,84;4,76;4,9;4,88;7,88
udaremniony;4,64;4,34;4,28;5,54;4,06;5,4;4,08;10,94
uderzać;3,78;5,42;6,18;4,98;3,88;3,78;7,06;7,4
uderzający;4,56;4,9;5,84;5,06;3,98;5,04;5;9,96
uderzenie;3,6;5,24;5,8;4,26;3,76;4,1;6,98;7,8
uderzyć;3,3;5,48;5,64;4,66;4,54;3,56;7,18;6,6
udo;5,2;3,72;5,2;5,78;2,98;1,76;7,84;7,54
udobruchać;6,06;3,6;5,2;4,86;4,56;5,9;5,08;10,7
udowadnianie;5,12;3,88;5,86;7,14;4,5;6,26;4,82;10,52
udowodnić;5,94;4,06;6,44;6,82;4,64;5,94;5,14;9,36
udręczony;2,9;5,28;3,06;5,22;4,06;6,16;5;11,5
udrożnić;5,3;3,9;5,64;6,4;3,64;3,5;5,94;11,56
udusić;2,28;5,78;4,8;5,02;4;3,98;6,88;8,58
uduszenie;2,04;5,62;3,98;4,76;4,26;4,04;6,76;9,66
ufny;6,12;3,02;4,38;4,42;5,28;6,3;4,8;8,88
ugniatać;5,1;3,6;5;5,9;2,9;3,78;7,06;8,44
ugotować;6,68;3,68;5,5;6,04;4,12;3,36;7,04;7,3
ujma;3,53;4,08;3,62;5,08;4,28;6,12;3,9;12,41
ukaranie;3,42;4,92;5,2;5,88;3,6;5,22;5,68;8,54
układność;4,98;3,47;4,48;5,98;3,94;6,48;3,98;12,16
ukłucie;3,61;4,58;4,34;4,92;3,52;3,5;6,98;7,3
ukochana;7,9;5,46;6,14;2,96;6,16;5,44;6,34;8,76
ukochany;7,8;6,22;6,12;2,62;6,7;5,6;6,16;8,64
ukojenie;6,64;2,9;5,64;4,48;5,06;6,22;5,22;10,4
ukoronować;5,94;4,14;7,18;5,94;4,2;4,68;6,78;9,98
ukośny;4,92;3,76;5,1;5,62;3,16;4,2;6,78;9,38
Ukraina;5,2;4,9;4,24;5,8;3,4;2,26;6,68;10,02
ukraść;2,6;5,32;4,24;5,28;4,02;4,26;6,7;7,52
ukryć;4,62;4,18;4,62;6,3;3,76;4,72;6,12;7,94
ukrzyżować;2,58;5,94;4,66;4,38;4,12;4,32;7,48;9,42
ukształtować;5,84;3,64;6,34;6,5;4,64;5,22;5,34;9,88
ukucnąć;4,74;3,04;4,18;5,78;2,58;3,37;7,06;7,66
ukuć;3,84;4,38;5,33;5,38;3,76;3,82;6,29;8,82
ulegający sugestii;3,52;4,22;2,78;3,94;4,3;6,78;4,08;12,12
uległy;3,64;3,48;2,42;4,26;4,06;6,18;5,46;10,52
ulepszenie;6,48;4,08;6,4;6,36;4,44;5,34;4,56;9,12
ulewa;4,18;4;4,2;4,92;3,46;2,74;7,88;7,94
ulga;6,94;3;5,64;4,32;5,12;6;5,44;8,86
ulica;5,32;3,78;5,2;5,66;3,14;2,06;7,64;7,04
ulżenie;6,14;3,68;5,28;4,38;4;5,62;4,8;10,6
ułomność;3,08;4,38;3;4,92;4,36;5,9;5,06;10,46
umiarkowany;5,42;3,18;4,96;5,92;4,02;6,5;4;10,04
umierać;1,78;6,5;2,62;4,48;5,72;4,2;7,08;7,96
umierający;1,88;5,64;2,84;4,74;5,04;4,42;6,74;9,66
umiłowany;6,6;3,52;5,4;3,52;4,62;6,52;4,52;9,48
umowa;5,52;3,84;5,7;7,06;4,82;4,3;6,32;8,84
umyć;5,76;3,22;5,6;5,54;4,1;3,72;7,04;6,1
umysł;6,68;4,4;7,1;7,36;5,54;5,86;5,4;9,32
unieść;5,34;3,9;5,84;6,08;3,88;4,14;6,62;7,44
unik;4,96;4,42;5,3;5,48;3,66;4,38;6,48;8,78
unikać;4,06;4,3;3,72;5,7;4,44;4,96;5,42;8
uniknąć;4,98;3,88;4,56;5,94;4,88;4,92;5,54;8,8
uniwersalny;6,02;3,54;5,58;6,24;5,34;6,28;3,94;10,4
unosić się;5,18;4,26;5,98;4,96;3,74;4,86;6,8;9,06
upadek;3,22;4,68;3,08;5,06;4,64;4,4;7,02;7,92
upadły;3,38;4,44;2,76;5,24;3,98;5,56;5,2;10,16
upalny;5,34;4,44;4,56;5,1;3,76;4,62;7,16;8,58
uparty;4,12;4,64;5,78;4,96;4,58;5,84;5,58;7,96
upchać;4,76;4,14;4,98;5,64;3,42;4,04;6,16;8,98
